,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
603,PRODUCT,8,"ORG:addictions?\n\nWho, PRODUCT:experience?\n\nA., GPE:clinics.\n\nSo, PERSON:\xef\xbf\xbd, PERCENT:somewhere, PERCENT:under, PERCENT:ten, PERCENT:percent","addictions?\n\nWho are the \xef\xbf\xbd who are the people that take care of those people at the frontlines, in your experience?\n\nA.  Well, in my experience, there really aren\'t clinics in most of the major medical centers because it\'s difficult to figure out the funding for the clinics.\n\nSo what most smokers are being offered are telephone quitline sessions which help \xef\xbf\xbd help somewhere under ten percent of them, or something like that,",5729,are,experience?\n\nA.
604,GPE,8,"ORG:addictions?\n\nWho, PRODUCT:experience?\n\nA., GPE:clinics.\n\nSo, PERSON:\xef\xbf\xbd, PERCENT:somewhere, PERCENT:under, PERCENT:ten, PERCENT:percent","addictions?\n\nWho are the \xef\xbf\xbd who are the people that take care of those people at the frontlines, in your experience?\n\nA.  Well, in my experience, there really aren\'t clinics in most of the major medical centers because it\'s difficult to figure out the funding for the clinics.\n\nSo what most smokers are being offered are telephone quitline sessions which help \xef\xbf\xbd help somewhere under ten percent of them, or something like that,",5729,are,clinics.\n\nSo
605,PERSON,8,"ORG:addictions?\n\nWho, PRODUCT:experience?\n\nA., GPE:clinics.\n\nSo, PERSON:\xef\xbf\xbd, PERCENT:somewhere, PERCENT:under, PERCENT:ten, PERCENT:percent","addictions?\n\nWho are the \xef\xbf\xbd who are the people that take care of those people at the frontlines, in your experience?\n\nA.  Well, in my experience, there really aren\'t clinics in most of the major medical centers because it\'s difficult to figure out the funding for the clinics.\n\nSo what most smokers are being offered are telephone quitline sessions which help \xef\xbf\xbd help somewhere under ten percent of them, or something like that,",5729,are,\xef\xbf\xbd
606,PERCENT,8,"ORG:addictions?\n\nWho, PRODUCT:experience?\n\nA., GPE:clinics.\n\nSo, PERSON:\xef\xbf\xbd, PERCENT:somewhere, PERCENT:under, PERCENT:ten, PERCENT:percent","addictions?\n\nWho are the \xef\xbf\xbd who are the people that take care of those people at the frontlines, in your experience?\n\nA.  Well, in my experience, there really aren\'t clinics in most of the major medical centers because it\'s difficult to figure out the funding for the clinics.\n\nSo what most smokers are being offered are telephone quitline sessions which help \xef\xbf\xbd help somewhere under ten percent of them, or something like that,",5729,are,somewhere under ten percent
607,PERSON,2,"PERSON:that\, LOC:\xef\xbf\xbd","the most prevalent form now of treatment that\'s available.\n\nYou can try to find maybe a psychologist or something, but most \xef\xbf\xbd most psychologists",5815,form,that\
608,LOC,2,"PERSON:that\, LOC:\xef\xbf\xbd","the most prevalent form now of treatment that\'s available.\n\nYou can try to find maybe a psychologist or something, but most \xef\xbf\xbd most psychologists",5815,form,\xef\xbf\xbd
609,ORG,12,"ORG:don\'t\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef",don\'t specialize in this.\n\nMost psychiatrists certainly don\'t\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef,5840,specialize,don\'t\n\nElectronically
610,PERSON,12,"ORG:don\'t\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef",don\'t specialize in this.\n\nMost psychiatrists certainly don\'t\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef,5840,specialize,Janette Moreno
611,QUANTITY,12,"ORG:don\'t\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef",don\'t specialize in this.\n\nMost psychiatrists certainly don\'t\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef,5840,specialize,101-102-894-2796)\n\n89734d16-9ef
612,PHONE_NUMBER,12,"ORG:don\'t\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef",don\'t specialize in this.\n\nMost psychiatrists certainly don\'t\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef,5840,specialize,894-2796
613,PHONE_NUMBER,12,"ORG:don\'t\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef",don\'t specialize in this.\n\nMost psychiatrists certainly don\'t\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef,5840,specialize,894 2796
614,INTERNATIONAL_PHONE_NUMBER,12,"ORG:don\'t\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef",don\'t specialize in this.\n\nMost psychiatrists certainly don\'t\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef,5840,specialize,101-102-894-2796
615,CARDINAL,2,"CARDINAL:1, DATE:5523",1 -419c-8d7b-404753ca232b\x0c\npgNbr=29\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5523 specialize in this.  ,5861,specialize,1
616,DATE,2,"CARDINAL:1, DATE:5523",1 -419c-8d7b-404753ca232b\x0c\npgNbr=29\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5523 specialize in this.  ,5861,specialize,5523
617,PERCENT,5,"PERCENT:only, PERCENT:about, PERCENT:four, PERCENT:percent, CARDINAL:\xef\xbf\xbd\n\nMR","I think one of the research studies I read, only about four percent of smokers who get \xef\xbf\xbd\n\nMR.",5892,think,only about four percent
618,CARDINAL,5,"PERCENT:only, PERCENT:about, PERCENT:four, PERCENT:percent, CARDINAL:\xef\xbf\xbd\n\nMR","I think one of the research studies I read, only about four percent of smokers who get \xef\xbf\xbd\n\nMR.",5892,think,\xef\xbf\xbd\n\nMR
619,PERSON,1,PERSON:Bolstering.\n\nMR,Bolstering.\n\nMR.,5920,Bolstering.\n\nMR,Bolstering.\n\nMR
620,ORG,1,ORG:I\'ll,I\'ll rephrase it.,5925,rephrase,I\'ll
621,PERSON,2,"PERSON:Q., PERSON:MR",Q.  (BY MR,5929,BY,Q.  
622,PERSON,2,"PERSON:Q., PERSON:MR",Q.  (BY MR,5929,BY,MR
623,PERSON,1,PERSON:\xef\xbf\xbd\n\nTHE,What is the science \xef\xbf\xbd\n\nTHE COURT:  ,5938,is,\xef\xbf\xbd\n\nTHE
624,PERSON,2,"PERSON:Q., PERSON:MR",Q.  (BY MR,5948,BY,Q.  
625,PERSON,2,"PERSON:Q., PERSON:MR",Q.  (BY MR,5948,BY,MR
626,PERSON,2,"PERSON:cessation.\n\nOne, PERSON:\xef\xbf\xbd",What is your understanding of the current state of the science with regard to what\'s available to help smokers who are addicted to overcome their addiction?\n\nA.  A very small percentage of smokers get any kind of counseling for smoking cessation.\n\nOne \xef\xbf\xbd,5957,is,cessation.\n\nOne \xef\xbf\xbd
627,PERCENT,8,"PERCENT:around, PERCENT:four, PERCENT:percent, DATE:one, DATE:and, DATE:a, PERCENT:half, PERCENT:percent","somewhere around four percent of smokers, maybe one and a half percent gets some individual counseling.  ",6000,gets,around four percent
628,DATE,8,"PERCENT:around, PERCENT:four, PERCENT:percent, DATE:one, DATE:and, DATE:a, PERCENT:half, PERCENT:percent","somewhere around four percent of smokers, maybe one and a half percent gets some individual counseling.  ",6000,gets,one and a
629,PERCENT,8,"PERCENT:around, PERCENT:four, PERCENT:percent, DATE:one, DATE:and, DATE:a, PERCENT:half, PERCENT:percent","somewhere around four percent of smokers, maybe one and a half percent gets some individual counseling.  ",6000,gets,half percent
630,PERCENT,2,"PERCENT:half, PERCENT:percent",Maybe two and a half percent get some group counseling.\n\nVery,6019,get,half percent
631,ORG,19,"ORG:there\, PERSON:available.\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef, QUANTITY:1, QUANTITY:-419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, DATE:5524, DATE:It\, DATE:'s, CARDINAL:one","few people go for counseling, get counseling, and there\'s very little specialized knowledge available.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5524 It\'s one of the things that\'s been very\n\nfrustrating to me.  ",6029,go,there\
632,PERSON,19,"ORG:there\, PERSON:available.\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef, QUANTITY:1, QUANTITY:-419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, DATE:5524, DATE:It\, DATE:'s, CARDINAL:one","few people go for counseling, get counseling, and there\'s very little specialized knowledge available.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5524 It\'s one of the things that\'s been very\n\nfrustrating to me.  ",6029,go,available.\n\nElectronically
633,PERSON,19,"ORG:there\, PERSON:available.\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef, QUANTITY:1, QUANTITY:-419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, DATE:5524, DATE:It\, DATE:'s, CARDINAL:one","few people go for counseling, get counseling, and there\'s very little specialized knowledge available.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5524 It\'s one of the things that\'s been very\n\nfrustrating to me.  ",6029,go,Janette Moreno
634,QUANTITY,19,"ORG:there\, PERSON:available.\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef, QUANTITY:1, QUANTITY:-419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, DATE:5524, DATE:It\, DATE:'s, CARDINAL:one","few people go for counseling, get counseling, and there\'s very little specialized knowledge available.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5524 It\'s one of the things that\'s been very\n\nfrustrating to me.  ",6029,go,101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage
635,DATE,19,"ORG:there\, PERSON:available.\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef, QUANTITY:1, QUANTITY:-419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, DATE:5524, DATE:It\, DATE:'s, CARDINAL:one","few people go for counseling, get counseling, and there\'s very little specialized knowledge available.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5524 It\'s one of the things that\'s been very\n\nfrustrating to me.  ",6029,go,5524 It\'s
636,CARDINAL,19,"ORG:there\, PERSON:available.\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef, QUANTITY:1, QUANTITY:-419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, DATE:5524, DATE:It\, DATE:'s, CARDINAL:one","few people go for counseling, get counseling, and there\'s very little specialized knowledge available.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5524 It\'s one of the things that\'s been very\n\nfrustrating to me.  ",6029,go,one
637,PHONE_NUMBER,19,"ORG:there\, PERSON:available.\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef, QUANTITY:1, QUANTITY:-419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, DATE:5524, DATE:It\, DATE:'s, CARDINAL:one","few people go for counseling, get counseling, and there\'s very little specialized knowledge available.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5524 It\'s one of the things that\'s been very\n\nfrustrating to me.  ",6029,go,894-2796
638,PHONE_NUMBER,19,"ORG:there\, PERSON:available.\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef, QUANTITY:1, QUANTITY:-419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, DATE:5524, DATE:It\, DATE:'s, CARDINAL:one","few people go for counseling, get counseling, and there\'s very little specialized knowledge available.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5524 It\'s one of the things that\'s been very\n\nfrustrating to me.  ",6029,go,894 2796
639,INTERNATIONAL_PHONE_NUMBER,19,"ORG:there\, PERSON:available.\n\nElectronically, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef, QUANTITY:1, QUANTITY:-419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, DATE:5524, DATE:It\, DATE:'s, CARDINAL:one","few people go for counseling, get counseling, and there\'s very little specialized knowledge available.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=30\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5524 It\'s one of the things that\'s been very\n\nfrustrating to me.  ",6029,go,101-102-894-2796
640,PERSON,4,"PERSON:clinics.\n\nBut, PERSON:it\, PERSON:'s, PRODUCT:them\n\nunless","I believe that accredited\n\nhealthcare institutions should offer smoking\n\ncessation clinics.\n\nBut it\'s very hard to finance them\n\nunless they\'re based on some kind of research, and\n\nthat\'s the way",6077,believe,clinics.\n\nBut it\'s
641,PRODUCT,4,"PERSON:clinics.\n\nBut, PERSON:it\, PERSON:'s, PRODUCT:them\n\nunless","I believe that accredited\n\nhealthcare institutions should offer smoking\n\ncessation clinics.\n\nBut it\'s very hard to finance them\n\nunless they\'re based on some kind of research, and\n\nthat\'s the way",6077,believe,them\n\nunless
642,PERSON,1,PERSON:works.\n\nQ.,our system works.\n\nQ.  ,6105,works.\n\nQ.,works.\n\nQ.
643,PERSON,1,PERSON:\xef\xbf\xbd,"And so what about what private care, PCPs \xef\xbf\xbd nowadays, in this managed care world we live in, we talk about the internist or the private",6129,talk,\xef\xbf\xbd
644,ORG,1,ORG:PCP,"the private care practitioner, the PCP.",6159,practitioner,PCP
645,PERSON,1,PERSON:\xef\xbf\xbd,Is \xef\xbf\xbd,6167,Is,\xef\xbf\xbd
646,ORG,2,"ORG:PCP, PERSON:advice?\n\nA.","can you tell the jurors, for a lot of smokers who have an addiction problem, whether the PCP is a frontline person that they will go to to try to get some help with some medicine or some patches or some advice?\n\nA.  Yeah.  ",6169,tell,PCP
647,PERSON,2,"ORG:PCP, PERSON:advice?\n\nA.","can you tell the jurors, for a lot of smokers who have an addiction problem, whether the PCP is a frontline person that they will go to to try to get some help with some medicine or some patches or some advice?\n\nA.  Yeah.  ",6169,tell,advice?\n\nA.
648,PERSON,0,,"Well, I think they\'re supposed to ask about it.  ",6217,think, 
649,PERSON,1,PERSON:It\,"It\'s part of, you know, the more modern training.  ",6229,part,It\
650,PERSON,1,PERSON:we\'re,"what we\'re teaching them to do, ask about",6245,ask,we\'re
651,PERSON,1,PERSON:\xef\xbf\xbd,it.\n\nAnd they believe young \xef\xbf\xbd,6254,believe,\xef\xbf\xbd
652,NORP,13,"NORP:I\'m, PERSON:\xef\xbf\xbd, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef","the young medical doctors that I\'m treating \xef\xbf\xbd not treating,\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=31\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5525 teaching, believe that it\'s something",6259,believe,I\'m
653,PERSON,13,"NORP:I\'m, PERSON:\xef\xbf\xbd, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef","the young medical doctors that I\'m treating \xef\xbf\xbd not treating,\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=31\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5525 teaching, believe that it\'s something",6259,believe,\xef\xbf\xbd
654,PERSON,13,"NORP:I\'m, PERSON:\xef\xbf\xbd, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef","the young medical doctors that I\'m treating \xef\xbf\xbd not treating,\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=31\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5525 teaching, believe that it\'s something",6259,believe,Janette Moreno
655,QUANTITY,13,"NORP:I\'m, PERSON:\xef\xbf\xbd, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef","the young medical doctors that I\'m treating \xef\xbf\xbd not treating,\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=31\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5525 teaching, believe that it\'s something",6259,believe,101-102-894-2796)\n\n89734d16-9ef
656,PHONE_NUMBER,13,"NORP:I\'m, PERSON:\xef\xbf\xbd, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef","the young medical doctors that I\'m treating \xef\xbf\xbd not treating,\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=31\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5525 teaching, believe that it\'s something",6259,believe,894-2796
657,PHONE_NUMBER,13,"NORP:I\'m, PERSON:\xef\xbf\xbd, PERSON:Janette, PERSON:Moreno, QUANTITY:101, QUANTITY:-, QUANTITY:102, QUANTITY:-, QUANTITY:894, QUANTITY:-, QUANTITY:2796)\n\n89734d16, QUANTITY:-, QUANTITY:9ef","the young medical doctors that I\'m treating \xef\xbf\xbd not treating,\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=31\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5525 teaching, believe that it\'s something",6259,believe,894 2796
