,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
59,PERSON,3,"PERSON:Adventist, PERSON:Roswell, PERSON:Roswell","They used to have\n\n\n\nthe Seven-day Adventist program come in once a year to\n\n\n\nrun clinics at Roswell when I first arrived there, and\n\n\n\nso I established stop smoking clinics for patients and\n\n\n\noperated those personally for 30 years.\n\n\n\nSo I probably have personally taken care of\n\n\n\nabout 10,000 or more smokers, running the clinics when I\n\n\n\nwas at Roswell, and then we set up the quit line to\n\n\n\nbasically make it easier.  ",1085,established,Roswell
60,PERSON,3,"PERSON:Adventist, PERSON:Roswell, PERSON:Roswell","They used to have\n\n\n\nthe Seven-day Adventist program come in once a year to\n\n\n\nrun clinics at Roswell when I first arrived there, and\n\n\n\nso I established stop smoking clinics for patients and\n\n\n\noperated those personally for 30 years.\n\n\n\nSo I probably have personally taken care of\n\n\n\nabout 10,000 or more smokers, running the clinics when I\n\n\n\nwas at Roswell, and then we set up the quit line to\n\n\n\nbasically make it easier.  ",1085,established,Roswell
61,PERSON,1,PERSON:Cooper,"So, Cooper could you please share your nationality?\n\nA    ",1174,share,Cooper
62,ORG,1,"ORG:means,\n\n\n\nsimply?\n\n\n\nA","means,\n\n\n\nsimply?\n\n\n\nA    ",1203,"means,\n\n\n\nsimply?\n\n\n\nA","means,\n\n\n\nsimply?\n\n\n\nA    "
63,PERSON,1,PERSON:right.\n\n\n\nQ,That's right.\n\n\n\nQ    ,1272,'s,right.\n\n\n\nQ    
64,ORG,2,"ORG:cigarettes?\n\n\n\nA, ORG:Yes","In addition to assisting smokers trying to quit\n\n\n\nsmoking, have you also done research into cigarette\n\n\n\ndesign, the qualities of cigarettes that make them\n\n\n\naddictive, youth marketing, and other topics, all\n\n\n\nrelated to cigarettes?\n\n\n\nA    Yes.  ",1276,done,cigarettes?\n\n\n\nA    Yes
65,ORG,3,"ORG:National, ORG:Cancer\n\n\n\nInstitute, PERSON:continued.\n\n\n\nWe","I\n\n\n\nset it up with funding from the National Cancer\n\n\n\nInstitute, really started in the mid 90's, and that\n\n\n\nfunding has continued.\n\n\n\nWe just got renewed for funding.  ",1475,started,National Cancer\n\n\n\nInstitute
66,PERSON,3,"ORG:National, ORG:Cancer\n\n\n\nInstitute, PERSON:continued.\n\n\n\nWe","I\n\n\n\nset it up with funding from the National Cancer\n\n\n\nInstitute, really started in the mid 90's, and that\n\n\n\nfunding has continued.\n\n\n\nWe just got renewed for funding.  ",1475,started,continued.\n\n\n\nWe
67,ORG,3,"ORG:journals?\n\nQ, ORG:Robert, ORG:Patterson","How many of your studies specifically related\n\n\n\nto cigarettes and nicotine addiction have been published\n\n\n\nin scientific and medical journals?\n\nQ    Robert Patterson, could you please share a little more about your childhood for the jury?\n\nA    ",1521,share,journals?\n\nQ    Robert Patterson
68,ORG,3,"ORG:Detroit, ORG:Receiving, ORG:Hospital","I was born in Detroit Receiving Hospital on Jan 12, 1979 on a cold night.\n\nA    ",1557,born,Detroit Receiving Hospital
69,ORG,2,"ORG:National\n\n\n\nCancer, ORG:Institute","Those include monographs, you know, the National\n\n\n\nCancer Institute, the Surgeon General.  ",1685,include,National\n\n\n\nCancer Institute
70,ORG,2,"ORG:Surgeon, ORG:Generals",I've written\n\n\n\nsections of Surgeon Generals' reports in the past.  ,1701,'ve,Surgeon Generals
71,ORG,4,"ORG:National, ORG:Cancer, ORG:Institute, PERSON:NCI?\n\n\n\nA","You mentioned receiving grants, and\n\n\n\nwe're going to talk a little bit more about some\n\n\n\nspecific studies you've done which were funded by the\n\n\n\ngovernment, but let me ask you just some examples of\n\n\n\ngrants.\n\n\n\nWhat is the National Cancer Institute, or NCI?\n\n\n\nA    ",1734,going,National Cancer Institute
72,PERSON,4,"ORG:National, ORG:Cancer, ORG:Institute, PERSON:NCI?\n\n\n\nA","You mentioned receiving grants, and\n\n\n\nwe're going to talk a little bit more about some\n\n\n\nspecific studies you've done which were funded by the\n\n\n\ngovernment, but let me ask you just some examples of\n\n\n\ngrants.\n\n\n\nWhat is the National Cancer Institute, or NCI?\n\n\n\nA    ",1734,going,NCI?\n\n\n\nA    
73,ORG,3,"ORG:National, ORG:Cancer, ORG:Institute","The National Cancer Institute is part of our""",1777,is,National Cancer Institute
